image_file,total_comments,valid_comment_count,rock_votes,paper_votes,scissors_votes,noise_count,ambiguous_count,majority_label,majority_votes,majority_ratio,final_label,review_reason,image_exists,image_width,image_height,image_mode
20260213_184122_HDR.jpg,2,2,2,0,0,0,0,rock,2,1.0,rock,,True,3264,1432,RGB
20260213_184128_HDR.jpg,2,2,0,0,2,0,0,scissors,2,1.0,scissors,,True,3264,1432,RGB
20260213_184137_HDR.jpg,2,2,0,2,0,0,0,paper,2,1.0,paper,,True,3264,1432,RGB
20260213_210703.jpg,2,2,2,0,0,0,0,rock,2,1.0,rock,,True,2587,2630,RGB
20260215_094832.jpg,2,2,2,0,0,0,0,rock,2,1.0,rock,,True,3000,4000,RGB
20260215_094838.jpg,2,2,0,2,0,0,0,paper,2,1.0,paper,,True,3000,4000,RGB
20260215_094839.jpg,1,1,0,0,1,0,0,scissors,1,1.0,scissors,,True,3000,4000,RGB
20260215_094850.jpg,1,1,0,0,1,0,0,scissors,1,1.0,scissors,,True,3000,4000,RGB
20260215_094854.jpg,1,1,0,1,0,0,0,paper,1,1.0,paper,,True,3000,4000,RGB
20260215_094856.jpg,3,3,3,0,0,0,0,rock,3,1.0,rock,,True,3000,4000,RGB
20260215_095626.jpg,2,2,2,0,0,0,0,rock,2,1.0,rock,,True,4080,1884,RGB
20260215_095631.jpg,2,2,0,0,2,0,0,scissors,2,1.0,scissors,,True,4080,1884,RGB
20260215_095633.jpg,2,2,0,2,0,0,0,paper,2,1.0,paper,,True,4080,1884,RGB
20260215_154347.jpg,3,3,3,0,0,0,0,rock,3,1.0,rock,,True,2296,4080,RGB
20260215_154358.jpg,3,3,0,3,0,0,0,paper,3,1.0,paper,,True,2296,4080,RGB
20260215_154403.jpg,3,3,0,0,3,0,0,scissors,3,1.0,scissors,,True,2296,4080,RGB
IMG20260213152639.jpg,2,0,0,0,0,2,0,,0,,review,no_valid_comments,True,1800,4000,RGB
IMG20260213161104.jpg,3,3,0,3,0,0,0,paper,3,1.0,paper,,True,1800,4000,RGB
IMG20260213161108.jpg,3,3,3,0,0,0,0,rock,3,1.0,rock,,True,1800,4000,RGB
IMG20260213161114.jpg,3,3,0,0,3,0,0,scissors,3,1.0,scissors,,True,1800,4000,RGB
IMG20260213161658.jpg,1,0,0,0,0,1,0,,0,,review,no_valid_comments,True,1800,4000,RGB
IMG20260215093205.jpg,1,1,0,1,0,0,0,paper,1,1.0,paper,,True,4624,3468,RGB
IMG20260215093438.jpg,1,1,0,0,1,0,0,scissors,1,1.0,scissors,,True,4624,3468,RGB
IMG20260215093457.jpg,1,1,1,0,0,0,0,rock,1,1.0,rock,,True,4624,3468,RGB
IMG20260215093643.jpg,2,2,0,2,0,0,0,paper,2,1.0,paper,,True,4624,3468,RGB
IMG20260215093958.jpg,2,2,2,0,0,0,0,rock,2,1.0,rock,,True,3468,4624,RGB
IMG_0746.HEIC,2,2,2,0,0,0,0,rock,2,1.0,rock,,True,4284,5712,RGB
IMG_0767.HEIC,3,3,0,0,3,0,0,scissors,3,1.0,scissors,,True,4284,5712,RGB
IMG_0768.HEIC,3,3,0,3,0,0,0,paper,3,1.0,paper,,True,4284,5712,RGB
IMG_0769.HEIC,4,4,4,0,0,0,0,rock,4,1.0,rock,,True,4284,5712,RGB
IMG_20260213_101834.jpg,9,9,9,0,0,0,0,rock,9,1.0,rock,,True,3264,2448,RGB
IMG_20260213_101917.jpg,7,7,0,0,7,0,0,scissors,7,1.0,scissors,,True,3264,2448,RGB
IMG_20260213_101940.jpg,5,5,0,5,0,0,0,paper,5,1.0,paper,,True,3264,2448,RGB
IMG_20260213_102156.jpg,3,3,3,0,0,0,0,rock,3,1.0,rock,,True,1291,1651,RGB
IMG_20260213_102211.jpg,2,2,0,0,2,0,0,scissors,2,1.0,scissors,,True,1772,2168,RGB
IMG_20260213_102226.jpg,3,3,0,3,0,0,0,paper,3,1.0,paper,,True,1800,2756,RGB
IMG_20260213_164848.jpg,2,2,0,2,0,0,0,paper,2,1.0,paper,,True,3072,4080,RGB
IMG_20260213_164918.jpg,2,2,0,2,0,0,0,paper,2,1.0,paper,,True,3072,4080,RGB
IMG_20260213_164943.jpg,2,2,0,2,0,0,0,paper,2,1.0,paper,,True,3072,4080,RGB
IMG_20260213_164945.jpg,2,2,2,0,0,0,0,rock,2,1.0,rock,,True,3072,4080,RGB
IMG_20260213_165007.jpg,1,1,0,0,1,0,0,scissors,1,1.0,scissors,,True,3072,4080,RGB
IMG_20260213_165028.jpg,2,2,0,2,0,0,0,paper,2,1.0,paper,,True,3072,4080,RGB
IMG_20260213_165033.jpg,1,1,0,0,1,0,0,scissors,1,1.0,scissors,,True,3072,4080,RGB
IMG_20260213_165040.jpg,2,2,2,0,0,0,0,rock,2,1.0,rock,,True,4080,3072,RGB
IMG_20260213_171603.jpg,1,1,1,0,0,0,0,rock,1,1.0,rock,,True,3072,4080,RGB
IMG_20260213_171606.jpg,2,2,0,0,2,0,0,scissors,2,1.0,scissors,,True,3072,4080,RGB
IMG_20260213_171608.jpg,1,1,0,1,0,0,0,paper,1,1.0,paper,,True,3072,4080,RGB
IMG_20260213_171610.jpg,1,1,0,1,0,0,0,paper,1,1.0,paper,,True,3072,4080,RGB
IMG_20260214_094352.jpg,2,2,2,0,0,0,0,rock,2,1.0,rock,,True,3072,4080,RGB
IMG_20260214_094355.jpg,1,1,0,0,1,0,0,scissors,1,1.0,scissors,,True,3072,4080,RGB
IMG_20260214_094358.jpg,2,2,0,2,0,0,0,paper,2,1.0,paper,,True,3072,4080,RGB
IMG_20260214_094412.jpg,1,1,1,0,0,0,0,rock,1,1.0,rock,,True,3072,4080,RGB
IMG_20260214_094415.jpg,2,2,0,2,0,0,0,paper,2,1.0,paper,,True,3072,4080,RGB
IMG_20260214_094417.jpg,2,2,0,2,0,0,0,paper,2,1.0,paper,,True,3072,4080,RGB
IMG_20260214_094437.jpg,2,2,0,2,0,0,0,paper,2,1.0,paper,,True,3072,4080,RGB
IMG_20260214_094439.jpg,2,2,0,0,2,0,0,scissors,2,1.0,scissors,,True,3072,4080,RGB
IMG_20260214_094441.jpg,1,1,1,0,0,0,0,rock,1,1.0,rock,,True,3072,4080,RGB
IMG_20260214_094443.jpg,1,1,1,0,0,0,0,rock,1,1.0,rock,,True,3072,4080,RGB
IMG_20260214_094502.jpg,1,1,1,0,0,0,0,rock,1,1.0,rock,,True,3072,4080,RGB
IMG_20260214_094506.jpg,2,2,0,0,2,0,0,scissors,2,1.0,scissors,,True,3072,4080,RGB
IMG_20260214_094532.jpg,2,2,0,2,0,0,0,paper,2,1.0,paper,,True,3072,4080,RGB
IMG_20260214_094534.jpg,2,2,0,0,2,0,0,scissors,2,1.0,scissors,,True,3072,4080,RGB
IMG_20260214_094536.jpg,2,2,2,0,0,0,0,rock,2,1.0,rock,,True,3072,4080,RGB
IMG_20260214_094930.jpg,1,1,1,0,0,0,0,rock,1,1.0,rock,,True,1944,2592,RGB
IMG_20260214_094934.jpg,1,1,0,0,1,0,0,scissors,1,1.0,scissors,,True,1944,2592,RGB
IMG_20260214_094950.jpg,1,1,0,1,0,0,0,paper,1,1.0,paper,,True,1944,2592,RGB
IMG_20260215_092941.jpg,1,1,0,1,0,0,0,paper,1,1.0,paper,,True,3120,4160,RGB
IMG_20260215_092946.jpg,1,1,1,0,0,0,0,rock,1,1.0,rock,,True,3120,4160,RGB
IMG_20260215_092955.jpg,1,1,0,0,1,0,0,scissors,1,1.0,scissors,,True,3120,4160,RGB
IMG_20260215_093004.jpg,1,1,0,1,0,0,0,paper,1,1.0,paper,,True,3120,4160,RGB
IMG_20260215_093008.jpg,2,2,0,0,2,0,0,scissors,2,1.0,scissors,,True,3120,4160,RGB
IMG_20260215_093010.jpg,2,2,0,0,2,0,0,scissors,2,1.0,scissors,,True,3120,4160,RGB
IMG_20260215_093013.jpg,1,1,1,0,0,0,0,rock,1,1.0,rock,,True,3120,4160,RGB
IMG_20260215_093014.jpg,1,1,1,0,0,0,0,rock,1,1.0,rock,,True,3120,4160,RGB
IMG_20260215_093027.jpg,2,2,0,0,2,0,0,scissors,2,1.0,scissors,,True,3120,4160,RGB
IMG_20260215_093029.jpg,1,1,1,0,0,0,0,rock,1,1.0,rock,,True,3120,4160,RGB
IMG_20260215_093038.jpg,1,1,1,0,0,0,0,rock,1,1.0,rock,,True,3120,4160,RGB
IMG_20260215_093041.jpg,2,2,0,0,2,0,0,scissors,2,1.0,scissors,,True,3120,4160,RGB
IMG_20260215_093045.jpg,1,1,0,1,0,0,0,paper,1,1.0,paper,,True,3120,4160,RGB
IMG_20260215_093149.jpg,1,1,1,0,0,0,0,rock,1,1.0,rock,,True,3120,4160,RGB
IMG_20260215_093151.jpg,1,1,1,0,0,0,0,rock,1,1.0,rock,,True,3120,4160,RGB
IMG_20260215_093157.jpg,1,1,0,1,0,0,0,paper,1,1.0,paper,,True,3120,4160,RGB
IMG_20260215_093159.jpg,1,1,0,1,0,0,0,paper,1,1.0,paper,,True,3120,4160,RGB
IMG_20260215_093215.jpg,1,1,0,0,1,0,0,scissors,1,1.0,scissors,,True,3120,4160,RGB
IMG_20260215_093241.jpg,1,1,0,0,1,0,0,scissors,1,1.0,scissors,,True,3120,4160,RGB
IMG_20260215_093301.jpg,1,1,0,1,0,0,0,paper,1,1.0,paper,,True,3120,4160,RGB
IMG_20260215_093316.jpg,1,1,0,0,1,0,0,scissors,1,1.0,scissors,,True,3120,4160,RGB
IMG_20260215_093328.jpg,1,1,1,0,0,0,0,rock,1,1.0,rock,,True,3120,4160,RGB
IMG_20260215_093337.jpg,1,1,0,1,0,0,0,paper,1,1.0,paper,,True,4160,3120,RGB
IMG_20260215_093346.jpg,1,1,0,0,1,0,0,scissors,1,1.0,scissors,,True,4160,3120,RGB
IMG_20260215_093410.jpg,1,1,1,0,0,0,0,rock,1,1.0,rock,,True,3024,4032,RGB
IMG_20260215_093413.jpg,1,1,1,0,0,0,0,rock,1,1.0,rock,,True,3024,4032,RGB
IMG_20260215_093416.jpg,1,1,1,0,0,0,0,rock,1,1.0,rock,,True,3024,4032,RGB
IMG_20260215_093418.jpg,1,1,0,1,0,0,0,paper,1,1.0,paper,,True,3120,4160,RGB
IMG_20260215_093419.jpg,1,1,1,0,0,0,0,rock,1,1.0,rock,,True,3024,4032,RGB
IMG_20260215_093434.jpg,1,1,0,0,1,0,0,scissors,1,1.0,scissors,,True,3120,4160,RGB
IMG_20260215_093451.jpg,1,1,0,1,0,0,0,paper,1,1.0,paper,,True,3024,4032,RGB
IMG_20260215_093452.jpg,1,1,0,1,0,0,0,paper,1,1.0,paper,,True,3024,4032,RGB
IMG_20260215_093500.jpg,1,1,0,1,0,0,0,paper,1,1.0,paper,,True,3024,4032,RGB
IMG_20260215_093515.jpg,1,1,0,1,0,0,0,paper,1,1.0,paper,,True,3024,4032,RGB
IMG_20260215_093615.jpg,2,2,0,2,0,0,0,paper,2,1.0,paper,,True,3024,4032,RGB
IMG_20260215_093620.jpg,2,2,0,2,0,0,0,paper,2,1.0,paper,,True,3024,4032,RGB
IMG_20260215_093622.jpg,2,2,0,2,0,0,0,paper,2,1.0,paper,,True,3024,4032,RGB
IMG_20260215_093626.jpg,2,2,0,2,0,0,0,paper,2,1.0,paper,,True,3024,4032,RGB
IMG_20260215_093629.jpg,2,2,0,2,0,0,0,paper,2,1.0,paper,,True,3024,4032,RGB
IMG_20260215_093900.jpg,2,2,0,2,0,0,0,paper,2,1.0,paper,,True,3060,4080,RGB
IMG_20260215_093905.jpg,2,2,2,0,0,0,0,rock,2,1.0,rock,,True,3060,4080,RGB
IMG_20260215_094000.jpg,2,2,0,0,2,0,0,scissors,2,1.0,scissors,,True,3060,4080,RGB
IMG_20260215_100610.jpg,2,2,2,0,0,0,0,rock,2,1.0,rock,,True,3120,4160,RGB
IMG_20260215_100620.jpg,1,1,0,0,1,0,0,scissors,1,1.0,scissors,,True,3120,4160,RGB
IMG_20260215_100624.jpg,1,1,0,1,0,0,0,paper,1,1.0,paper,,True,3120,4160,RGB
IMG_20260215_100628.jpg,1,1,0,1,0,0,0,paper,1,1.0,paper,,True,3120,4160,RGB
IMG_20260215_100637.jpg,2,2,0,0,2,0,0,scissors,2,1.0,scissors,,True,3120,4160,RGB
IMG_20260215_100646.jpg,2,2,2,0,0,0,0,rock,2,1.0,rock,,True,3120,4160,RGB
IMG_20260215_100658.jpg,4,4,4,0,0,0,0,rock,4,1.0,rock,,True,3120,4160,RGB
IMG_20260215_100703.jpg,3,3,3,0,0,0,0,rock,3,1.0,rock,,True,3120,4160,RGB
IMG_20260215_100708.jpg,3,3,0,0,3,0,0,scissors,3,1.0,scissors,,True,3120,4160,RGB
IMG_20260215_100713.jpg,3,3,0,3,0,0,0,paper,3,1.0,paper,,True,3120,4160,RGB
IMG_20260215_100727.jpg,1,0,0,0,0,1,0,,0,,review,no_valid_comments,True,3120,4160,RGB
IMG_20260215_100755.jpg,3,3,0,3,0,0,0,paper,3,1.0,paper,,True,4160,3120,RGB
IMG_20260215_100802.jpg,4,4,0,0,4,0,0,scissors,4,1.0,scissors,,True,3120,4160,RGB
IMG_20260215_100805.jpg,4,4,4,0,0,0,0,rock,4,1.0,rock,,True,3120,4160,RGB
IMG_20260215_100816.jpg,3,3,0,3,0,0,0,paper,3,1.0,paper,,True,3120,4160,RGB
IMG_20260215_100822.jpg,3,3,0,0,3,0,0,scissors,3,1.0,scissors,,True,3120,4160,RGB
IMG_6047.DNG,6,6,6,0,0,0,0,rock,6,1.0,rock,,True,2268,4032,RGB
IMG_6048.DNG,8,8,8,0,0,0,0,rock,8,1.0,rock,,True,2268,4032,RGB
IMG_6049.DNG,4,4,4,0,0,0,0,rock,4,1.0,rock,,True,2268,4032,RGB
IMG_6050.DNG,3,3,0,0,3,0,0,scissors,3,1.0,scissors,,True,4536,8064,RGB
IMG_6051.DNG,3,3,0,3,0,0,0,paper,3,1.0,paper,,True,4536,8064,RGB
IMG_6052.DNG,4,4,0,4,0,0,0,paper,4,1.0,paper,,True,2268,4032,RGB
paper.jpg,3,3,0,3,0,0,0,paper,3,1.0,paper,,True,1440,960,RGB
rock.jpg,3,3,3,0,0,0,0,rock,3,1.0,rock,,True,1440,960,RGB
scissors.jpg,3,3,0,0,3,0,0,scissors,3,1.0,scissors,,True,1440,960,RGB
